cell_id,area_m2,avg_points_per_visit,centroid_lat,centroid_lon,dist_to_road_m,dist_to_settlement_m,dist_to_water_m,entry_count,pct_crops,pct_forest,pct_settlements,pct_water,rail_length_m,road_length_m,unique_trajectory_count,visit_count,boundary_vertex_proportion,crossing_intensity,edge_density,first_passage_frequency,num_crop_patches,num_forest_patches,num_settlement_patches,num_water_patches,pass_through_points,visits_near_crops,visits_near_settlements,visits_near_water
R013C026,250022.6015625,3.0,10.8099619,76.74416112,6431.660891684947,16047.628673058129,4748.077700118332,2,0.0,100.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0.0081239195489378,2,0,0,0,0,6,0,0,0
R007C045,250045.1298828125,6.0,10.783012539999998,76.83105115999999,5116.8543411213195,11607.47831990208,6194.379038747871,3,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081232243867988,1,0,0,0,0,6,0,0,0
R014C022,250018.958984375,6.0,10.81445344,76.72586845999999,8032.926601570524,17689.98723278906,6871.87633298551,3,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081240245007905,1,0,2,0,0,6,0,0,0
R017C022,250002.15234375,6.0,10.8279281,76.72586845999999,9453.299888569129,17445.365282484403,7452.905911811132,1,0.0,100.0,0.0,3.1515662384528227,0.0,0.0,1,6,0.0,1,0.0081246006860407,1,0,0,0,2,6,0,0,5
R001C004,250061.9345703125,6.0,10.7560632,76.64355155999999,12489.397962560452,27279.87472056322,15551.921280231303,3,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081217500212927,1,0,0,0,0,6,0,0,0
R015C020,250009.6474609375,6.0,10.818945,76.71672215999999,9151.554586306826,18511.699858001914,8028.18051355113,4,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081242466467109,1,0,0,0,0,6,0,0,0
R001C005,250067.404296875,6.0,10.7560632,76.64812472,11989.414554187266,26853.305541366728,15095.280846552192,2,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081216742707688,1,0,0,0,0,6,0,0,0
R001C010,250061.935546875,3.0,10.7560632,76.67099055999999,9489.736578658583,24761.15479343143,12860.70642241578,3,0.0,0.0,0.0,0.0,0.0,1680.225703765854,2,6,0.0,2,0.0081218365804107,2,0,0,0,0,6,0,0,0
R014C021,250024.42578125,6.0,10.81445344,76.72129532,8360.04661281798,18142.00180733798,7371.604776514905,2,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081239197370976,1,0,0,0,0,6,0,0,0
R000C001,250076.6943359375,3.0,10.75157164,76.62983212,13884.615048709356,28716.98839337256,17012.785081057744,4,0.0,0.0,0.0,29.750000025768617,0.0,0.0,2,6,0.0,2,0.0081213664342029,2,0,0,0,1,6,0,0,4
R014C019,250024.42578125,5.0,10.81445344,76.71214902,9061.764521011735,19053.11082787502,8371.174807037354,3,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081238905459981,1,0,0,0,0,5,0,0,0
R000C050,250071.224609375,5.0,10.75157164,76.85391695999999,7774.919813891358,14472.014056970413,10986.137488526188,2,0.0,0.0,0.0,0.0,0.0,3416.3198659346313,1,5,0.0,1,0.0081221639176679,1,0,0,0,0,5,0,0,0
R016C021,250016.935546875,5.0,10.82343654,76.72129532,9282.639308410178,17975.557265693915,7720.629089145389,2,0.0,99.9999998007085,0.0,14.811473795742849,0.0,0.0,1,5,0.0,1,0.0081242443240556,1,0,0,0,3,5,0,0,5
R008C030,250035.828125,5.0,10.7875041,76.76245376,3216.4080049555705,15439.449891531489,3464.556339230911,2,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081232574748241,1,0,0,0,0,5,0,0,0
R015C023,250015.1142578125,5.0,10.818945,76.73044162,8202.850805574377,17138.414827755165,6536.156874154539,3,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081242002960851,1,0,2,0,0,5,0,0,0
R009C042,250037.66015625,5.0,10.79199564,76.81733166000001,4504.481498159174,11398.338200536396,4182.126008451298,1,0.0,100.0,0.0,0.0,0.0,2595.65054483831,1,5,0.0,1,0.0081235049737615,1,0,0,0,0,5,0,0,0
R009C043,250043.1279296875,5.0,10.79199564,76.82190482,4815.679281552839,11166.89841236014,4603.788690257145,1,0.0,100.0,0.0,10.888864394549158,0.0,0.0,1,5,0.0,1,0.0081234293544267,1,0,0,0,1,5,0,0,5
R009C046,250043.12890625,5.0,10.79199564,76.83562432,5897.919190614766,10581.147833080957,5942.213720483881,2,0.0,21.365963600953947,0.0,0.0,0.0,4087.401196172385,1,5,0.0,1,0.008123472991942,1,0,1,0,0,5,0,0,0
R014C023,250024.4267578125,5.0,10.81445344,76.73044162,7724.344392437917,17240.52572759174,6372.194292594444,3,0.0,99.99999989228392,0.0,0.0,0.0,0.0,1,5,0.0,1,0.00812394889972,1,0,0,0,0,5,0,0,0
R011C026,250035.65234375,5.0,10.80097874,76.74416112,5434.77447147868,16367.3079516649,4661.0199477690985,3,0.0,99.99999992864782,0.0,0.0,5746.097195369701,0.0,1,5,0.0,1,0.008123506088085,1,0,0,0,0,5,0,0,0
R007C043,250050.5986328125,5.0,10.783012539999998,76.82190482,4297.704232702934,11968.431187593756,5381.279265426654,2,0.0,91.249999830429,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081231051277302,1,0,1,0,0,5,0,0,0
R013C022,250017.1337890625,2.5,10.8099619,76.72586845999999,7570.54657150581,17800.23823888489,6746.32575362884,4,0.0,100.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0.0081239513973165,2,0,0,0,0,5,0,0,0
R009C028,250043.1279296875,5.0,10.79199564,76.75330742,3983.1627714393817,15956.985987048998,3943.836540845797,2,0.0,100.0,0.0,11.328388270761796,0.0,0.0,1,5,0.0,1,0.0081232111186099,1,0,0,0,2,5,0,0,4
R004C005,250056.2236328125,5.0,10.7695379,76.64812472,12418.059633736231,26423.408694468515,14893.198390887215,2,0.0,0.0,0.0,0.0,0.0,1832.5975347159315,1,5,0.0,1,0.0081221581587241,1,0,0,0,0,5,0,0,0
R001C041,250067.4033203125,5.0,10.7560632,76.81275852,3121.649397276032,14851.841719222532,7484.60951936456,2,0.0,0.2500000002235465,0.0,0.0,0.0,0.0,1,5,0.2,1,0.0081221943022727,1,0,1,0,0,5,0,0,0
R001C043,250067.4033203125,5.0,10.7560632,76.82190482,4118.095875342481,14544.21067650716,8061.732099545915,3,0.0,0.0,0.0,3.3783168244053243,0.0,0.0,1,5,0.0,1,0.0081222232218684,1,0,0,0,2,5,0,0,4
R000C043,250076.693359375,5.0,10.75157164,76.82190482,4308.701296195957,14992.22349798352,8535.519578227115,2,0.0,0.0,0.0,5.9406152850241725,0.0,2903.729932114306,1,5,0.0,1,0.0081219726032141,1,0,0,0,2,5,0,0,3
R000C041,250076.6943359375,5.0,10.75157164,76.81275852,3331.7482602549844,15282.909070649315,7973.520635200523,2,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081219436755006,1,0,0,0,0,5,0,0,0
R006C044,250048.7626953125,4.0,10.778521,76.82647802,4541.207155800994,12203.500817483897,6182.060928444412,2,0.0,0.0,0.0,0.0,0.0,3378.135714946326,1,4,0.0,1,0.0081230467516453,1,0,0,0,0,4,0,0,0
R012C020,250026.4453125,4.0,10.80547034,76.71672215999999,7832.848110843897,18806.73194027903,7653.060234571438,2,0.0,99.99999965603166,0.0,0.0,11386.164027231142,0.0,1,4,0.0,1,0.008123670928927,1,0,0,0,0,4,0,0,0
R010C029,250033.8232421875,4.0,10.796487199999998,76.75788062000001,4340.545120768609,15351.308300958315,3356.7111113275087,3,0.0,100.0,0.0,11.510222468577783,0.0,6379.979615943383,1,4,0.0,1,0.0081234767742321,1,0,0,0,1,4,0,0,4
R010C030,250028.3564453125,4.0,10.796487199999998,76.76245376,4240.377854074027,14964.045604311885,2941.5087560274187,2,0.0,100.0,0.0,12.97616725379196,0.0,6269.474585380592,1,4,0.0,1,0.0081235814788042,1,0,0,0,2,4,0,0,4
R010C042,250028.3564453125,4.0,10.796487199999998,76.81733166000001,4847.629418851468,11025.14836006854,3811.92648820542,2,0.0,69.5000000923899,0.0,2.868045124561868,0.0,2595.65054483831,1,4,0.0,1,0.0081237562180986,1,0,2,0,2,4,0,0,2
R011C016,250035.65234375,4.0,10.80097874,76.69842952,9049.74209651179,20705.548531192373,9572.933768071383,1,0.0,99.99999992864782,0.0,0.6338471153902703,0.0,0.0,1,4,0.0,1,0.0081233604792574,1,0,0,0,0,4,0,0,3
R011C027,250030.18359375,4.0,10.80097874,76.74873425999999,5201.092957441288,15954.400396735236,4181.413573815615,2,0.0,100.0,0.0,6.0807797762350235,7692.277143407004,7691.641693952446,1,4,0.0,1,0.0081236108668496,1,0,0,0,1,4,0,0,0
R011C032,250030.1845703125,4.0,10.80097874,76.77160006,4703.485007650544,13973.259384932016,1944.6251490232248,2,0.0,100.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081236836758193,1,0,0,0,0,4,0,0,0
R011C048,250035.65234375,4.0,10.80097874,76.84477062,7113.7553499218775,9396.42837721573,6350.18700991724,2,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081238267148467,1,0,0,0,0,4,0,0,0
R013C017,250017.13671875,4.0,10.8099619,76.70300266000001,9407.388171886792,20055.172383376663,9245.316279359144,2,0.0,99.99999979438331,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081238783839373,1,0,0,0,0,4,0,0,0
R012C029,250031.912109375,2.0,10.80547034,76.75788062000001,5371.515283656342,14951.1588488958,3204.656076114001,3,0.0,99.99999986923494,0.0,0.0,0.0,0.0,2,4,0.0,2,0.0081237119552363,2,0,0,0,0,4,0,0,0
R009C047,250037.66015625,4.0,10.79199564,76.84019746,6296.1724755815085,10425.42989011512,6404.31059366574,2,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081235777572935,1,0,0,0,0,4,0,0,0
R013C018,250022.6015625,4.0,10.8099619,76.70757582,9014.521930432356,19599.50519788739,8745.461080003808,2,0.0,100.0,0.0,0.0,11386.164027231142,0.0,1,4,0.0,1,0.0081238028659221,1,0,0,0,0,4,0,0,0
R013C021,250022.603515625,2.0,10.8099619,76.72129532,7908.863100504072,18246.178882403645,7246.052764736338,2,0.0,99.99999992618146,0.0,0.0,0.0,0.0,2,4,0.0,2,0.008123846552522,2,0,2,0,0,4,0,0,0
R013C025,250017.13671875,4.0,10.8099619,76.73958796,6678.535868865326,16480.605504405747,5247.5002042567,1,0.0,99.99999979438331,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081239950629491,1,0,0,0,0,4,0,0,0
R002C041,250069.24609375,4.0,10.76055474,76.81275852,2986.6077710143186,14426.08799274307,6998.415249399664,1,0.0,73.50000001309468,0.0,0.0,0.0,1429.8019258277725,1,4,0.6,1,0.0081222668781204,1,0,1,0,0,4,0,0,0
R000C002,250071.2255859375,4.0,10.75157164,76.63440526,13385.34214881049,28287.76434254864,16554.876489618975,3,0.0,0.0,0.0,26.750000070408458,0.0,0.0,1,4,0.0,1,0.0081214709868764,1,0,0,0,1,4,0,0,4
R000C044,250076.693359375,4.0,10.75157164,76.82647802,4800.788489161563,14869.495712250444,8842.430513580784,2,0.0,0.0,0.0,8.314944335157296,0.0,0.0,1,4,0.0,1,0.0081219870526184,1,0,0,0,2,4,0,0,2
R010C026,250033.82421875,4.0,10.796487199999998,76.74416112,4941.637090041365,16548.543197552655,4702.500371944131,3,0.0,99.99999997196794,0.0,0.0,0.0,7691.641693952446,1,4,0.0,1,0.008123433079318,1,0,0,0,0,4,0,0,0
R010C044,250033.8232421875,4.0,10.796487199999998,76.82647802,5439.052792793391,10552.918437277713,4710.530916214159,2,0.0,13.75000004989199,0.0,7.572835647531696,0.0,0.0,1,4,0.0,1,0.0081236951997386,1,0,1,0,1,4,0,0,2
R003C042,250060.05078125,4.0,10.76504634,76.81733166000001,3425.254033839758,13826.516141576592,6811.706871318684,1,2.566386861579132,0.0,0.0,10.0610479959296,0.0,1038.585365731622,1,4,0.4,1,0.0081225332372896,1,1,0,0,3,4,4,0,4
R004C042,250050.7568359375,4.0,10.7695379,76.81733166000001,3441.5498756079796,13403.203875279556,6344.573815632774,2,0.0,0.2499999995177654,0.0,6.034142318766719,0.0,4016.909769150184,1,4,0.2,1,0.008122784042226,1,0,1,0,1,4,0,0,4
R007C044,250050.59765625,4.0,10.783012539999998,76.82647802,4698.591944931634,11778.95867002133,5780.500516199736,3,0.0,31.000000063557888,0.0,0.0,0.0,3378.135714946326,1,4,0.0,1,0.0081231196915141,1,0,1,0,0,4,0,0,0
R006C042,250043.296875,4.0,10.778521,76.81733166000001,3696.112011498772,12576.83705984799,5436.45949715147,2,0.0,4.749999982895891,0.0,0.0,0.0,2722.9062020560286,1,4,0.0,1,0.0081231078081279,1,0,1,0,0,4,0,0,0
R000C008,250076.6943359375,2.0,10.75157164,76.66184422,10391.448472018668,25765.64111325181,13868.817048152072,2,5.912158131427818,0.0,0.0,0.0,0.0,0.0,2,4,0.0,2,0.0081214673578623,2,1,0,0,0,4,4,0,0
R005C041,250058.060546875,4.0,10.77402944,76.81275852,3103.4620971693857,13186.764951497924,5561.690001512431,2,0.0,100.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081227522431333,1,0,0,0,0,4,0,0,0
R008C032,250035.8310546875,4.0,10.7875041,76.77160006,3251.646184961791,14726.01735463082,2958.1307308842406,2,0.0,99.99999935794776,0.0,0.0,0.0,0.0,1,4,0.0,1,0.00812328644734,1,0,0,0,0,4,0,0,0
R008C033,250041.2958984375,4.0,10.7875041,76.77617322,3203.1893845891063,14381.78722208425,2806.150700397636,2,0.0,100.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081232109086672,1,0,0,0,0,4,0,0,0
R008C047,250035.830078125,4.0,10.7875041,76.84019746,6123.906560691746,10870.569538817408,6718.165420645792,2,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081235045911175,1,0,0,0,0,4,0,0,0
R004C043,250056.22265625,4.0,10.7695379,76.82190482,3914.791844948847,13229.257583203062,6677.252557772986,1,0.0,0.0,0.0,0.0,0.0,3378.135714946326,1,4,0.0,1,0.0081227084542298,1,0,0,0,0,4,0,0,3
R004C046,250056.224609375,2.0,10.7695379,76.83562432,5363.8593992051965,12808.252487388836,7783.531552706358,2,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,2,0.0081227518826868,2,0,0,0,0,4,0,0,0
R009C040,250037.66015625,4.0,10.79199564,76.80818536000001,3985.203057631477,11909.424426361746,3403.1265498113175,1,0.0,100.0,0.0,7.215302530136239,0.0,2595.65054483831,1,4,0.0,1,0.0081234758661195,1,0,2,0,2,4,0,0,3
R004C006,250056.224609375,4.0,10.7695379,76.65269792000001,11920.363951518124,25985.341369416405,14420.074256272908,1,0.0,0.0,0.0,0.0,0.0,2455.288408241204,1,4,0.0,1,0.0081221725927598,1,0,0,0,0,4,0,0,0
R017C024,250007.62109375,4.0,10.8279281,76.73501482,8909.89354954914,16513.919930649074,6485.094586431621,1,0.0,99.99999987615963,0.0,0.0,0.0,0.0,1,4,0.0,1,0.0081245397002901,1,0,0,0,0,4,0,0,0
R003C008,250065.51953125,3.0,10.76504634,76.66184422,10757.52844822581,25264.37363563053,13548.568444413526,1,0.0,0.0,0.0,0.0,0.0,4390.790098711905,1,3,0.0,1,0.0081219511009347,1,0,0,0,0,3,0,0,2
R014C020,250018.9599609375,3.0,10.81445344,76.71672215999999,8703.617175857438,18596.414405108877,7871.374739940253,1,0.0,99.99999974454072,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081239952757138,1,0,0,0,0,3,0,0,0
R001C001,250067.404296875,3.0,10.7560632,76.62983212,13989.409868269122,28573.816705085857,16936.588257681793,2,0.0,0.0,0.0,7.24999997817017,0.0,1912.801847882762,1,3,0.0,1,0.0081216165579864,1,0,0,0,1,3,0,0,3
R016C023,250016.9365234375,3.0,10.82343654,76.73044162,8685.6245016161,17051.099610793513,6735.7319848388415,2,0.0,99.99999941010996,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081242735340656,1,0,0,0,0,3,0,0,0
R010C024,250033.8251953125,3.0,10.796487199999998,76.73501482,5535.349194583129,17372.363042126555,5643.123890892239,2,0.0,99.99999958139578,0.0,0.0,0.0,7691.641693952446,1,3,0.0,1,0.008123403943015,1,0,0,0,0,3,0,0,0
R004C003,250056.224609375,3.0,10.7695379,76.63897842,13413.9809933105,27305.90309621413,15844.411563337177,1,0.0,0.0,0.0,0.0,0.0,3507.688533268655,1,3,0.0,1,0.0081221291983071,1,0,0,0,0,3,0,0,0
R015C027,250009.6474609375,3.0,10.818945,76.74873425999999,7234.320340097065,15343.71261201702,4555.045371495465,1,0.0,100.0,0.0,2.624402173017136,0.0,0.0,1,3,0.0,1,0.0081243489208824,1,0,0,0,1,3,0,0,0
R015C026,250015.1162109375,3.0,10.818945,76.74416112,7437.951383294687,15787.809594748967,5048.915240380473,2,0.0,99.99999956768204,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081242440659606,1,0,0,0,0,3,0,0,0
R003C040,250060.05078125,3.0,10.76504634,76.80818536000001,2453.5294015484747,14201.159569682744,6237.608327560269,1,0.0,74.25000021953001,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081225042714675,1,0,1,0,0,3,0,0,1
R001C044,250067.4033203125,3.0,10.7560632,76.82647802,4616.945129234817,14413.55310075778,8378.531719993,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081222376830685,1,0,0,0,0,3,0,0,1
R007C048,250050.5966796875,3.0,10.783012539999998,76.84477062,6442.020765547856,11208.633624871482,7499.327465579783,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081231778588952,1,0,0,0,0,3,0,0,0
R014C025,250018.9599609375,3.0,10.81445344,76.73958796,7172.230853289395,16350.373493865787,5373.028016432984,2,0.0,99.99999974454072,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081240682654201,1,0,0,0,0,3,0,0,0
R008C023,250041.296875,3.0,10.7875041,76.73044162,5010.939529153773,18146.64936425258,6251.5059101807865,2,0.0,100.0,0.0,12.976921857828374,0.0,0.0,1,3,0.0,1,0.0081230655657706,1,0,0,0,2,3,0,0,2
R001C047,250061.935546875,3.0,10.7560632,76.84019746,6114.742529486881,14118.892471594443,9424.757813475606,2,5.078743597740912,0.0,0.0,0.0,0.0,3029.052919696463,1,3,0.0,1,0.0081223712010054,1,1,0,0,0,3,1,0,0
R008C026,250041.296875,3.0,10.7875041,76.74416112,3972.524877291607,16951.629830157694,4948.338368132144,2,0.0,100.0,0.0,0.7411290840024971,0.0,0.0,1,3,0.0,1,0.0081231091506113,1,0,0,0,0,3,0,0,0
R000C021,250076.693359375,3.0,10.75157164,76.72129532,3941.2438558778304,20735.404249747884,8776.039980114436,1,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081216549246573,1,0,0,0,0,3,0,0,0
R010C043,250033.82421875,3.0,10.796487199999998,76.82190482,5129.188849139774,10780.302640481976,4255.567335952739,2,0.0,9.499999997336952,0.0,4.3368711441940535,0.0,0.0,1,3,0.0,1,0.0081236806004555,1,0,1,0,2,3,0,0,1
R011C021,250035.65234375,3.0,10.80097874,76.72129532,7033.188007152008,18495.43230469874,7101.514958093774,2,0.0,99.99999992895854,0.0,0.0,11386.164027231142,0.0,1,3,0.0,1,0.0081234332734904,1,0,2,0,0,3,0,0,0
R003C002,250060.05078125,1.5,10.76504634,76.63440526,13753.341551389683,27871.263721841813,16356.279768070242,2,0.0,0.0,0.0,0.0,0.0,1627.8989639338588,2,3,0.0,2,0.0081219545364855,2,0,0,0,0,3,0,0,0
R010C031,250033.8251953125,3.0,10.796487199999998,76.76702692,4197.78660582893,14583.565386188558,2556.291881843551,2,0.0,99.99999958139578,0.0,8.233037707742925,0.0,4324.085657565343,1,3,0.0,1,0.0081235058234799,1,0,0,0,1,3,0,0,2
R003C007,250060.05078125,3.0,10.76504634,76.65727106,11256.64855424355,25692.96628170943,14010.964438358147,2,0.0,0.0,0.0,50.719330986772995,0.0,3409.397389733222,1,3,0.0,1,0.0081220268030596,1,0,0,0,3,3,0,0,3
R010C033,250033.82421875,3.0,10.796487199999998,76.77617322,4231.719393917831,13844.734029057585,1944.3691802906544,1,0.0,99.99999997196794,0.0,8.690592023486078,0.0,3181.5476209770427,1,3,0.0,1,0.008123534971205,1,0,0,0,1,3,0,0,1
R008C042,250035.8291015625,3.0,10.7875041,76.81733166000001,4192.525444508928,11781.961973722497,4580.470551820123,1,0.0,100.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081234318984744,1,0,0,0,0,3,0,0,0
R009C050,250037.662109375,3.0,10.79199564,76.85391695999999,7563.505587480848,10089.58941380618,7818.702058303484,1,0.0,0.0,0.0,0.0,0.0,3969.00721724316,1,3,0.0,1,0.0081236213738153,1,0,0,0,0,3,0,0,0
R000C019,250076.6943359375,3.0,10.75157164,76.71214902,4924.741604700659,21458.718283561633,9448.532811810868,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081216260325464,1,0,0,0,0,3,0,0,0
R009C031,250043.126953125,3.0,10.79199564,76.76702692,3696.3981012417153,14824.3826617786,2839.871828778754,1,0.0,100.0,0.0,8.734772323537033,0.0,0.0,1,3,0.0,1,0.0081232547829024,1,0,0,0,1,3,0,0,0
R012C019,250031.9111328125,3.0,10.80547034,76.71214902,8213.719136238087,19252.081011642284,8150.856340895377,2,0.0,100.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0.0081235662352947,1,0,0,0,0,3,0,0,0
R000C020,250071.2275390625,3.0,10.75157164,76.71672215999999,4432.054519438507,21094.30632641318,9104.762195768411,2,0.0,0.0,0.0,5.325422291655648,0.0,0.0,1,3,0.0,1,0.0081217305420086,1,0,0,0,1,3,0,0,3
R011C047,250030.185546875,3.0,10.80097874,76.84019746,6744.821975544792,9555.731924678486,5862.665558991694,2,0.0,0.0,0.0,0.0,0.0,1156.183353700421,1,3,0.0,1,0.0081239022886704,1,0,0,0,0,3,0,0,0
R000C006,250076.6953125,1.5,10.75157164,76.65269792000001,11389.002901077043,26595.406591942472,14750.688789444865,3,0.0,0.0,0.0,0.0,0.0,1942.220156658033,2,3,0.0,2,0.0081214384868334,2,0,0,0,0,3,0,0,0
R006C043,250048.763671875,3.0,10.778521,76.82190482,4109.9617609327,12381.711008284485,5799.686485721085,2,0.0,1.7500000000028038,0.0,0.0,0.0,3378.135714946326,1,3,0.0,1,0.0081230321996726,1,0,1,0,0,3,0,0,0
